,Coordinates,Oscillator_period,Genome,Age,status
creature_10,"['x_127', 'y_28']",29,"['1DCCA7F9', '6AE5E88F', 'F56D0CE5', '0D336B46', '3719B10E', 'F2A55949', '3B951B04', '453B3EF4', 'F8D832EF', 'DA0C849F', '70E7A8F9', 'CED37AF9', '0CB41A87', 'FF6125C5', 'C88EE423', 'B2E17020', '3E707AFB', 'C69756A2', 'C9EACAD9', '81AF62D0', 'D69402AC', '60C5EB12', 'F4D3BB5E', '7D33265B']",27,Survived
creature_11,"['x_69', 'y_30']",34,"['9B228819', '6E660DE3', '84C9AB40', '2D2C9631', 'BC5B0712', '3DA4178D', 'C7B9F0FC', '83A690FA', '68EECD73', 'A765A405', 'FD242D4F', '4CB5B5B1', '4F9D5B67', 'F5168034', '865A9620', '1BF3E185', '78103E53', '75E12729', '34C690BD', '650EB0A3', '903F70B0', 'BB77258A', '8059C0E7', 'E3E6C9F5']",27,Survived
creature_12,"['x_67', 'y_21']",10,"['001A0AA0', '67C22DD1', '63361F00', '7A482E38', 'A04B4780', '1540F50E', 'F4155AD0', '079105A3', 'C5413A64', 'ADBE3376', 'BFA7A20B', '9572F9A6', '7C1932AC', '7BFFB386', 'B189655B', 'AD43AED9', '9BFFA130', 'C427B87E', 'C9A3A0C1', '636F3673', 'E8192356', '74D45394', 'AE59E05D', 'C893944D']",27,Survived
creature_13,"['x_81', 'y_72']",19,"['854E867A', '571E1686', 'C4FCDCA6', '384BC536', '8AE5CF94', '551FF15C', 'F6E48655', '9AE3D8EA', 'EDE148F3', 'EF11A67E', '6384D890', 'F06AD4F0', '6DF84DBF', '013123D3', '5995AC64', '1F3EB543', '01929CFF', 'A65EC04D', '62458D04', 'DC086D76', '874A2E58', '277390C5', '8B525F6E', '60383F45']",27,Survived
creature_14,"['x_34', 'y_84']",10,"['F822CB64', '04BB8565', '141F8A29', 'EB092048', '2F32A9E2', '67C63670', 'E81BA731', 'C1E980A9', '7761343F', 'EBE4C267', 'EC0F0605', '83D18CC5', '1516EAF1', '22E65B06', 'EF21442B', '9730AC0C', '91262C2E', 'C6715A5F', '7681ACC5', '1D8FE1EC', '26B44D7B', '789EBC69', '8CFA9F76', '6B481E45']",27,Died
creature_15,"['x_127', 'y_31']",10,"['0F56CE72', 'FE927C1A', 'C53D8C2F', '7078787D', 'E95B15F5', '285E95B9', '4D16953A', '9D772F33', '67813217', '26CE880F', '8A9DE4E2', '1723419E', '9915F87A', 'D1FF16F6', '358FD000', '2DAFEA9C', '43B34011', '57423438', '211B71E6', 'F5DD412C', '4FB87F01', '545D0D52', '87B185A2', 'CB4D823B']",27,Survived
creature_16,"['x_6', 'y_96']",10,"['06AA4825', '56F55061', 'E1BFBC29', '041914FA', 'F4AAB742', '4483730D', 'A26E8ECB', '437E0DD9', '437302AF', 'F023CE2B', '769C5D02', '91B56C97', '9511BF08', 'EF745155', 'A6ECA77F', '90035E03', '1A7EE989', 'D590CA41', 'CF62C8A6', 'BAFCBBFA', '34BA3499', '95BE80F5', 'F789D3D6', '0F253C33']",27,Died
creature_17,"['x_23', 'y_93']",29,"['5FA7248D', '2F4B55B6', '825C4EA4', 'ADCB7440', 'DFEDC681', '582F8CD0', 'D7E313E8', '76CAD4C9', '3B9DFA9D', '54A44AFB', 'CE1BCDF1', '915F121C', '6FD46583', '858DC6B3', '4383E231', 'B8711F64', 'FEA40D88', 'F70D22F7', 'BE1B9BBD', '9A51AA09', '5EF31506', '4C92644F', '81BA0824', 'ABA5E09C']",27,Died
creature_18,"['x_52', 'y_8']",23,"['01156A99', '8579F290', '87A4DA1E', '7EA175DD', '9831A038', 'A1669ECA', '8F19E50E', '0C31B753', 'F3BAECCD', 'D33D5112', 'FBF4F09F', 'B89BAE2F', '012B9142', '2D5CAF33', 'F39561C7', '6B4DA074', 'DF14A4E4', 'A4F098C3', 'CF5E0C20', '40FF2A7C', 'FCC82E61', '9B8F07CB', 'F8B2061D', 'CFA36EE3']",27,Died
creature_19,"['x_46', 'y_13']",36,"['04CE38D7', '2BCB4510', 'F2339CFF', '366E535B', '79E1F563', '293DE9BC', 'B214CC6B', 'FEADC23E', '1F3593B7', '38FDBD73', '1E5EDA08', '1C1808F9', '847FE3FF', '5A1293F2', '04808F25', '3554C28C', '67D9CEA1', 'B6CFB8E3', '8A0615E1', '5623C989', 'D050BC0C', '12A5A017', '6966EBFB', 'C5B74BB4']",27,Died
creature_20,"['x_40', 'y_94']",10,"['0322FE52', 'B010FF96', '63089B54', '8D7B4ABA', 'CFDF1DD9', '042A1119', '1AC2A5F2', '12DEA64E', 'DDE77DCC', '1612A7A3', 'F90E8743', '3D55B2A3', '8BB37EA3', 'BC179614', 'AF9461AE', '306BF679', '2332C64F', '23B61E46', '5664F3D1', 'FFDF0F55', '8DC690A8', '58235D6D', '9F3A0E20', '0824316D']",27,Died
creature_21,"['x_0', 'y_104']",10,"['D816F397', 'FF79CACA', '85D45B7D', '7D2582E9', 'BA826A82', '9E71C529', '434BC7BB', 'FAE97FF8', '1C5B729A', '5D339944', '267F553D', 'BBC21226', 'E4FFC4CD', '3BA761FF', 'B0C4A7F2', 'EFB04F28', '62FC1D3A', '5D0A9DA0', '8D6C417C', 'E49B8FF4', 'A23E419A', '595CCF98', '5E65ECF3', '534A8ABA']",27,Died
creature_22,"['x_11', 'y_26']",36,"['01718647', 'AFBD183D', '648E23A4', '37323098', '360EA33F', '8E53F32C', '70A28521', '3BB1D385', '0BD09FF7', 'F98117F6', '325171E9', 'DB42B1D3', 'D5E7F069', '407801FA', 'BC9054CA', '661132AA', '17BD9967', '2C692DDA', 'F64A6BD1', 'D1864FEA', 'BC92E4D4', '3CA10DD2', 'D7BBEB98', 'BBC6D1AF']",27,Died
creature_23,"['x_59', 'y_53']",33,"['9DFC7B09', 'A8C6C6B5', '5DC2C6B2', '658BE975', 'DAB8A648', '328D2287', '065FA918', '3C6B309E', '4D9DB41E', '7596CEF9', 'E974071B', 'E0D22434', 'A54FDC44', 'AE0B3B5F', 'BD76BD2D', '638CAB08', '31451B55', '0AB5D09E', '334263BE', '05E0B151', '48401631', '9868E9CD', 'D827A402', '3A431383']",27,Died
creature_24,"['x_43', 'y_55']",10,"['7F87A31A', '4F96784F', '70634A5D', '2EF0169D', 'E3CD7F60', '0C00C157', 'EF526E0D', '2FC98BE0', '2AFA4FF1', '63D79BC8', 'B8A50AF0', '506BB07C', '4B6B5ED0', 'A27CD448', '6A5B74C5', '870D25D7', '62F8D83A', 'F71A07F1', '48E74F9E', 'C66301AB', '074CE158', 'F8F02D0D', '5EFE3C62', 'DF65A180']",27,Died
creature_25,"['x_1', 'y_109']",10,"['DBA5929B', 'A66FA78A', '95BDD574', '1F9A4325', '165FFDE8', 'A53F3B9C', '4B9FE67E', '6ADD590A', '02B43236', '1BA2DD7B', '18B58EC9', '5312EB58', '9718148F', '21E6783D', '3E06C300', '05A08EE9', 'FDFFA0FE', '2AD45586', 'BCB13B10', '77FC809C', '04F363D7', 'C5E1333E', '84583CAE', 'E1C29F0F']",27,Died
creature_26,"['x_36', 'y_18']",10,"['2D5DEFDE', '6C1187BF', 'A5639CC3', '601FEC5E', '7B575689', 'A4F14B30', 'FB4748F9', '65018592', '1E57662F', '02669BFF', 'B9B13D9C', '61E74D63', '33FCCF93', '191558AC', 'FF1478EA', '82AA7934', 'EE0C408A', '1A91A40E', 'C8BD1162', '5D24630B', '74930FB3', 'D698BFD3', '1320F364', '5AD94D9C']",27,Died
creature_27,"['x_75', 'y_15']",10,"['7D321CD4', '041E3C3E', '7E49EAE2', '07E177F2', 'D721ADEA', '41FE5F53', '61816053', '54EB056C', '400B5BA1', '17CC4646', 'DAB34B7F', '6E712869', 'B4F83157', '8C493EB6', 'D3877AF5', 'C808D70D', '69683CB5', '7EBFE682', '1CFC7F69', '1A78482E', '5324AA4C', '48FD7F0F', '5CCBC06C', '75859785']",27,Survived
creature_28,"['x_69', 'y_81']",-3,"['A48A2913', 'B681A99B', 'E2B1F941', '4E30D627', '1C61FD39', '7BA96BA7', '5F02801A', '6E47AB36', '20EF97A3', '0E564822', '21D1FFF0', '6EB33823', 'DFDDEACC', 'C41F6EA9', 'E5659084', '4E85E21F', 'A005634C', 'F261FA1A', '5C8FEC70', '8F5265DB', 'EED614EE', '26671CF4', '2A80149E', '7F3A5910']",27,Survived
creature_29,"['x_1', 'y_93']",1,"['706281A8', 'A658FFB9', '13FAEB3A', '8786632C', '57597D49', '29ED49AB', '945C1328', '25F5195C', 'BAF1D84E', 'F231C581', '3528EBC2', '787B5D66', '52C27A18', '990AC431', '97A5A0B7', 'C2A83292', '75990198', 'E6804942', '3E0C52CB', 'A57C2A30', '6F0F274A', 'E4A01467', '50DF6163', 'CF20E9CD']",27,Died
creature_30,"['x_127', 'y_67']",10,"['26D96DE7', '84BCB20A', '51B8DD37', '77972078', '47B83253', '5F361253', '5E467C36', '8E08943C', '3C98EC06', '8895D715', '8F88DF8C', '0CDA9699', 'B0C64ACB', '11DF29E8', 'B86D6C30', 'FBD9389C', '4F027DF8', '6958B3A1', 'BCC5E65D', 'BF16032D', '45DB8ED5', 'B2AED13C', 'D8A92E3C', '43825435']",27,Survived
creature_31,"['x_19', 'y_94']",10,"['15A964F2', 'F7212076', 'F2F786EF', '070303B0', 'AE451EFD', 'AA3D85B6', 'F3EC1258', '372F4C12', 'AF864270', '3823B3F8', '3683B377', '0E3AA4EF', '5D16C87C', '15F5BA41', '667A0CA6', '2DC9126F', '4827A6DB', '30111A51', '16442D5E', 'E9A74E0B', '8438A8DC', 'A95A6B65', '6E659E7B', '0867C598']",27,Died
creature_32,"['x_0', 'y_45']",10,"['4287A1F0', '565377FB', 'D7DB4947', '16785B27', 'B0811862', 'E73F06A0', 'F3BB02DB', 'DFE9E487', '08CAEA11', 'DC65736E', 'C11ADBEA', '10DAEE71', '958BAF26', '9955E6A4', '8162467A', '807A2DF3', 'B40F3EC1', '11D27838', '6675CEDC', '66B986BA', 'CD6247FF', '770DF4EE', 'CE2983E3', 'C814B730']",27,Died
creature_33,"['x_117', 'y_18']",37,"['FBE28D74', 'A6DC8C08', '39217F56', '3BD57131', '3CEABD3C', 'D890060B', 'D0849304', '3CA4F9D3', '1F9C4FC2', '4212EAD2', 'B04B6275', '896B334E', 'F0335A85', '05EEB1BC', 'FC1FE607', 'A80C2122', 'AC83BEE6', 'C362107B', '61A58DF1', '232FD0B5', 'A0B4D907', '6F2BF532', 'AF2D5268', 'B928B8E5']",27,Survived
creature_34,"['x_36', 'y_103']",10,"['FAA2CED2', 'EF5E467E', 'B3258FB6', '1421678B', 'D8433D02', '3C4B6BB3', '79B3E3CE', 'AB56BCD4', 'ED00EE27', '699824C4', '2D630AE7', '84656B47', '069CDEDC', 'F2C1B02B', 'B422B23B', '68BDE117', '2BDED654', '7834F793', '9737BD35', 'F64DBC32', '60FFE203', '599B32C2', '421FD0F6', '6E6629E9']",27,Died
creature_35,"['x_92', 'y_89']",10,"['E3860308', 'D90B1996', '3A9A1602', 'C5D821EB', 'B3B0192C', 'CB97747C', 'C926BEA1', '92203380', '5E9D89E0', '7DF55CB0', '18B0B987', '94EBA00D', '508DF16F', 'F012B877', 'D0C2E651', 'DB9F0966', '1721AF8B', '4B1BFD44', '9D15816A', 'DD26EA72', 'D2583B54', '3A7A6ED8', 'CD99C4CF', '7DEE9EEC']",27,Survived
creature_36,"['x_56', 'y_65']",15,"['05EF63FD', '5CE0E15D', 'D7090EA2', 'E7293F44', 'A9416472', 'E496FBC7', '42111547', '4CD313E4', '0E4A332F', '2E1D9803', '883C2B8D', '31BE165B', '282BA16D', '6A7CD4B6', '40EDEA52', 'D4F357BA', 'D020AE63', '71126B37', '3408620D', 'C81F35E6', '98BCF11A', '54CD881A', 'EF4847C7', '1E52561A']",27,Died
creature_37,"['x_118', 'y_23']",37,"['E1F0CCBD', '5C196C71', 'D6F108B0', '92AEEF7A', 'D4FA3CA8', '18E9A007', '55B46B8B', '4C16B5F6', 'BAA39BF0', '11EEFB9A', 'FDFFDF89', 'BCB9060F', '1394CC41', 'EBFFF013', '2613BDB5', 'AAEB10DB', '6A153255', '8341E65E', '2B67FA2D', '7557B544', '545707B1', 'BBE99473', '5B08BF46', '6EA417E0']",27,Survived
creature_38,"['x_99', 'y_115']",10,"['56398FA3', '19DC08B9', '5089F630', '2F1E90A7', '91F60285', 'D7774606', '09A489C8', '30A226CA', '6E810E1A', '2F195B6A', '00DA71AB', '99A2E33C', '88CDFFFC', '0ED10587', '3298E04B', 'FF6C53F2', '6D70F992', '6FD34B42', '0BDE3017', '6FDDDC3A', '6EB67317', '2BEA162A', '3C42DD6C', '17EB80B8']",27,Survived
creature_39,"['x_68', 'y_102']",10,"['199C0289', '87F22AAD', '5209B367', 'D53E7398', '0F376855', 'ED8D9D58', 'C31FA955', '4CFD7D43', '7EB3E77B', 'B24193E2', 'AD07397E', '5C663B20', '4334E12E', '54A079C6', '8045578F', '5C10BC5E', '0E94CF28', 'F6EA182F', '8DA22B92', 'AB9E05FF', '7004D9AB', 'E90CB5C9', '7F8F786A', '95B467C8']",27,Survived
creature_40,"['x_90', 'y_105']",10,"['095F6A9D', 'CDE3F75C', '4D6B6D38', '6E52F716', '45B91C40', '782C40DD', 'EAE36588', '2875DBFD', 'BA8A1991', 'ED888A8D', 'ED9412AF', '30AFAD69', 'C4B86CE2', '9330F3C2', '16D6ED74', '96B43BF5', '86D55FF2', 'AE3B07B6', '737FDD07', '6981DC7A', '99BAAE9A', '8F028999', 'EC1B0DCF', '3826CC3E']",27,Survived
creature_41,"['x_85', 'y_53']",10,"['9DCDA6FA', 'B64AD109', '98737A12', 'C72E0216', '092AF95B', '843B516E', '93F55E47', '0105AEBC', 'EC35EE85', '76A20233', '1729A7E8', 'B104D539', '63FEBF12', 'BD51291E', '86B34F47', 'A207B9BC', 'B4183CF6', '3245074C', '008E774A', '070D2C99', '50DB3AD9', '1C4A7FFC', '5177A237', '6BEC5395']",27,Survived
creature_42,"['x_47', 'y_127']",30,"['57E7152F', '0366346C', '9D85B0E2', '6789D721', 'FF3E0673', '0CFDB3EC', '66DA4BA9', 'AADF6D03', 'C2BCEEE4', '61410400', '03DBD0C0', '9F697B99', 'A52D275B', '29883763', '324EACE3', '86D97DB0', '0B4A3B12', 'A5EA4A2F', '2EB6F524', '7C192B32', '6EC85B08', '396325AD', '87F64C45', 'FBA1DAF1']",27,Died
creature_43,"['x_35', 'y_55']",2,"['30A0B344', '681223E8', '7BD1E964', '2E86930B', '7F9FCC52', '15891756', '1764C08D', 'F9132568', 'F4035C68', 'E4144787', '5E093DBF', 'C7ACD917', '9691D1C5', '1BEBA95C', 'ED0CA6FB', '86033EEB', 'C1F763B3', '7DD90BBF', '1B261CEF', '003A2CBB', '18120386', '613163A7', 'D561AA56', 'CF1CB6D1']",27,Died
creature_44,"['x_49', 'y_83']",10,"['5A663E82', 'E73270A5', 'FF37D8B0', '44422C2C', 'BE200AE0', '4D4EF3D2', 'A5F36F4B', '93633E1E', 'A64426CE', 'D253F4BC', '7125DE03', '9704D397', '16F9AD2C', 'CA359E63', 'A6D081B5', '1E23FF84', '38345FF3', '23FCFD0D', '1D84D284', 'A9A2011E', 'ACB75549', '3F16630E', '76EE13C7', 'E908FED0']",27,Died
creature_45,"['x_116', 'y_85']",32,"['7E6B12B3', '83369404', 'DB9C6401', 'AE860E76', '6C9460BA', '2126EA52', '3936B8F2', '53A319BB', '3E9681EA', 'BBA6E96F', 'E39F0041', 'D7FEF809', '91E9A2B7', '7AE6A5BB', '781EBCDA', '2181C18B', '687754DD', '200BC622', '2D113638', 'B2FEE3B4', 'A808E083', 'CDBF55C3', '5F5B8D47', '37924C88']",27,Survived
creature_46,"['x_80', 'y_77']",37,"['C27344E7', '2510C204', '26607003', 'B278EF4B', '5CF79028', '59D68293', 'BFC48733', 'E988260B', '5748C142', '7F6E870E', '11C15EE9', 'FCF33F9C', '7304C268', '028A4C20', '0F1B35F2', '5F5788AB', '7B72A59E', 'CB7A6394', '5861851E', '2173B074', '94277EDC', '00E2CE1D', 'FD5A99EF', 'AB3C280F']",27,Survived
creature_47,"['x_86', 'y_64']",37,"['2DFB8096', '1A0658C6', '2D48C05F', 'C87FFC02', '5559C572', '35F1D82D', '3E50C830', 'F68E4334', '5BA88C98', 'AD3C7D51', '08F1ACFF', '700D9AA0', '219C6D5E', '398538F0', '9181BF75', 'E5AB6F17', '1D2CFEE4', '36531254', 'DA838DA9', '21395778', '9F4C32B2', 'D25A8218', 'BC6C2962', '128E6645']",27,Survived
creature_48,"['x_126', 'y_120']",10,"['FB2363A8', 'B8914E04', '68E3A595', 'E50770AD', '35847A1E', '6FA24A37', '08F6661B', '6DEAE1F3', '319C0EE8', '3FDDA53B', '1A52BE9A', 'B81CD5A5', '7088C9DB', '622987DF', '05D9C4B1', '6F6B583E', 'E79E7F1C', '6F191C90', '2A73AE3B', '1DA01C4B', '146FEE8E', '04B92006', '3515223E', 'FC51F760']",27,Survived
creature_49,"['x_86', 'y_12']",10,"['3C44B8FB', '26346675', '1C084F50', 'C382E673', '8FEFE42F', 'F0C22FEF', 'D467F1D4', '66F4F480', '9592D47A', '0C664381', '6DDFCD31', '72A90B6A', '7720E36F', '5B56AFE4', '6E1E0625', '97B9F5D1', '1D49FB20', '5C50F7EB', 'E5A0B44A', 'C5C90FB0', 'E392363F', '49BA1F40', 'F6A6DD6A', 'B957F1D6']",27,Survived
creature_50,"['x_31', 'y_32']",10,"['41F5F757', '92EE3294', '199BCB8D', 'DFF31608', 'C12702E6', 'BC917AEF', 'B3C01D41', '8FE56523', '57438813', '397BA5CD', 'DAB73DC9', 'DF87369B', '896B0454', 'C967ADC7', '38F6D1FD', 'A57C726A', 'ECAC8C19', '51AFA151', '1A63C43D', '3137B89E', 'A780067D', 'AD0B5AC9', '8ACBCD29', '807DD0C7']",27,Died
creature_51,"['x_87', 'y_92']",37,"['A81F80BF', '5B6CACA4', 'B9043BC8', '751D06B5', 'E2E5D922', 'ECB88AD0', 'D649D820', '8551EFD8', '40AB0C2F', '836C1071', '6381DD30', '74E97E82', '86EADE9A', '48A0A270', '6CC85F00', '202862F6', '3047E33D', '9C568C53', 'DCAF975C', '98C888F1', '2E910ED5', 'E7C1FFF4', '999B0BFD', '70DB34E0']",27,Survived
creature_52,"['x_45', 'y_93']",35,"['94079587', 'D17B743D', 'DF7B9241', '6284A774', 'F082B2A7', '3B8B310E', '813DCF45', 'CB3822EE', '74994E59', '31626E77', '1ACE0AA4', '3F3789F2', '4C4807FD', '555D414E', '734DC296', '131D6957', 'BC19257A', '9CEABE8D', '75448091', 'D70E46CC', 'FAFED70F', '35F62D1D', 'E03508D6', '88A751CB']",27,Died
creature_53,"['x_34', 'y_6']",10,"['F77E09F1', '60063E65', '7334A1E3', '0A1B50B3', 'EEB927BA', 'F8EAD0CE', '43C14E06', 'BF959923', 'E2150C41', 'BBDF4337', '50DF0435', 'D25BBA46', 'D43C1347', 'A06AFA64', 'D3B945CE', '8FF50FCC', 'CFB8E494', 'C5338ED8', '6AAD311B', '8530ACA9', 'ECBD0E25', 'F0337347', 'C931B080', '6FE171F2']",27,Died
creature_54,"['x_105', 'y_57']",10,"['AEE17E7A', '61890D3D', 'D023B0A7', 'D8D5BB35', '2FD158AF', 'D62018D3', '609A5A00', 'A868D1F6', '52B374E3', 'DE0142E9', '71ABC68B', '6C891ECB', 'D27BFA9B', '6F8FCD99', '8ACD51C4', '45D4874C', '19F54324', '97AB6953', 'D75388A2', '5B709868', '9368D392', '20E632BB', 'D125132E', '75A9B0D7']",27,Survived
creature_55,"['x_70', 'y_11']",10,"['F435F163', 'B2597DD7', '1868E9FC', '8F800EAB', '6E341EB8', 'F01D8CC0', '530A1FCA', 'F69A5F10', 'A16DBA3D', 'F6B7A064', '93EF95EC', '6595755D', 'EBBBE106', 'D986D0AB', '48CF6B73', 'DA68F3BE', '906ADB19', '13E79610', 'BC4F757C', 'A81B66ED', '06C09D1B', 'F8B3C5BE', 'E28E136A', '0690FA1E']",27,Survived
creature_56,"['x_59', 'y_104']",10,"['0AE761C4', '5D7468B2', 'C984DC12', '60F19A35', 'CCE17E01', '0702527F', 'DC5A92E6', '6105C910', '3A66D717', '47A37FCA', '8DC5BF52', 'F806879D', '67A10914', '8E2F6A08', '8B5352D1', 'E7D5C8EF', '5C9F5B8B', 'A68AB4F8', '394A2BA7', 'B0AD8764', '8941A086', 'F5C6C971', '3A678B7B', 'E47530CE']",27,Died
creature_57,"['x_36', 'y_115']",12,"['4D5442F7', 'CFE84F6C', 'FAE8347F', '7695A3B3', 'A7C05089', 'EE417A8F', '60310953', 'A37FA7E6', '7D7E1F06', '43C6C3D0', '88248B95', '1BAAC393', '01CF73DA', 'D9300C4E', '87C3B6AF', '461D9936', 'D471CCFA', 'A28DE6FA', '59DF5CF9', 'C35E7449', '7E06A298', 'AD429C28', 'E3271BD0', '2C20D4D8']",27,Died
creature_58,"['x_14', 'y_122']",10,"['F78D6704', '4C59FC95', '5F053AD2', 'E1D80E25', 'D3813218', 'DE5D4E87', '53A9C7BD', 'D7202890', '3B987C15', '5D4F2EC6', '52FE502A', 'B42385F3', '8FC274A0', 'DEBDE4C2', 'BBA4B541', '40C4556A', 'D1418143', 'E82A9973', '1FBD7F9C', 'B6881E48', 'D245619D', 'E6D6BD13', '45D4BA06', '33C64E88']",27,Died
creature_59,"['x_66', 'y_102']",10,"['FDC6EE9E', '55D15DDA', '3BC670B3', '092557A4', 'A4E887CF', 'FA1DB4BB', '4E23BFB4', 'AAA5DD58', 'B2EDED08', 'BDF79243', 'DC8B33DD', 'CAB6FCC5', '01CF5351', 'B68B3459', 'BA791C13', '1A5A7EDB', 'F6D7AE3A', '77CEC10D', '35092880', 'E485DD21', '23A82621', 'BFE19B51', '7D131936', '5F1AA036']",27,Survived
creature_60,"['x_126', 'y_60']",28,"['BDA72CF3', 'B82776B9', '1B85664F', '3B9B9E0A', '8D89F81B', '0654206E', 'B602AA29', '83B71B67', '0C5ED161', 'D426E5A7', '1EE6A0B4', 'C33F8FB0', '68E8B47E', '3825FE5A', 'B7C814A7', '69672FA1', 'D7D912C4', '46BDB6C5', '240F8847', '9C2B3C72', 'E3D6694F', '397BC7E4', 'A36C1DFB', '6912077B']",27,Survived
creature_61,"['x_50', 'y_37']",36,"['2274DA95', '9BC938DF', '34BF78D0', 'F6C152EA', '2EEEBDC1', '6AE9FB53', '4B0835D2', 'B9012A1B', '6A2A8B60', 'BC78CF16', '5687FEBB', '99985F11', '36E5B4D8', 'C101F0EB', 'CA8BC4ED', 'ED4820C1', '5208E6A7', '64A51F55', 'A5729E80', 'A7A6F80D', 'A8A2F40B', '6AAD194F', '673E5352', '1A3BDC2C']",27,Died
creature_62,"['x_66', 'y_127']",36,"['8BD980A4', '677C3876', '6B9C9CD4', 'A4EBBB4B', 'C80403AA', 'A4A7A09E', '65EDFEFE', '27024029', 'CC81431F', 'B6B67030', '1CF7D986', 'FC67B2AA', 'A0F6CAB3', '15953696', 'AF3F6285', '16594A62', '43EDC746', '73529762', '61ABC7E9', '3A532469', 'DBC3570A', 'A9955CBE', '18EC94EA', 'EEB8056B']",27,Survived
