,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_17', 'y_92']",10,"['D7FC69B6', 'AEE5408C', 'F32E166A', '77D9B684', '3930EB3C', 'BD9E4022', 'FF68847F', '54497247', '54170173', 'CE3B190E', 'C55414AE', 'E3631687', 'DB6CE0C7', 'CF06ADF0', '9F204F28', '720870A7', '8A63192E', '9913C2AA', '6BAFC8EA', 'E3161063', '268443AE', 'A0DEEE3B', '9F4AFB99', '18635177']",1,Died
creature_1,"['x_114', 'y_6']",10,"['65B6693E', 'EC4AE120', '8EAB4634', '20C98325', '2414CB1A', 'A28C3FE3', 'B08C953D', 'CF6B481A', '70CB36B0', '36DF9643', 'D6D5BA47', '65C604ED', 'DC8B6A89', '527BB660', 'CB613479', 'FCB555A9', 'BA6E56B1', '36E13A36', '49F2C1DB', '92318AE0', '2577ADBD', 'CF186DD1', 'A7CEF37F', 'FC3D181C']",1,Survived
creature_2,"['x_90', 'y_50']",10,"['B476AAB6', '9117E54C', '8BB9E705', 'FFBCCB1C', 'FA369B46', '30747A42', '94CC6FBA', 'EA0933B2', 'D4A9B32E', 'D9B874E7', 'B70D4C6A', '0D07EA2C', '86201304', 'BCE87C0F', 'C31ABDC7', 'B9773331', '470B7813', '0CF71E62', 'F838480E', '150AD1AC', '434E7B7A', '6BC87EE9', '85D95BBD', 'B947B945']",1,Survived
creature_3,"['x_59', 'y_58']",10,"['83AA0F50', 'EED1B463', '24F52223', '0C2988C4', '2796C83E', '85ACB65A', 'ACFC1691', '74822780', '67F81198', '8556F0DE', '6F889DD3', '979F0BD6', '1F4882C4', '0D4CB1DE', 'ADE1941F', '0F9A0FA5', 'B119B29A', '363D7979', 'B1902434', '6873C834', '0D1D0C94', '095E3838', '4CC48826', '75155894']",1,Died
creature_4,"['x_30', 'y_78']",11,"['6BF55770', '650F227B', '0CDB4AD6', '368D73F4', '8D2FCB21', '97E6A003', '2EF3B8E4', '8B2B73A3', '295D6A23', 'FCA9125E', 'F101A953', '1838C50B', 'C26DFE90', '9C2FF1D1', '9A8A383C', 'E1E65769', '8F6C0E76', 'F29209AC', '146D756B', '7410E09F', '0EEAD860', '21A1BA17', '2E4EB371', 'CB48BAC2']",1,Died
creature_5,"['x_87', 'y_56']",10,"['67926B83', 'F60F49F6', '51971B0D', '166D8D0F', '8361895E', '027AA199', 'DF1A05EB', '68563853', '61A2B3F3', '8A551D9B', 'B260F8B0', '964F3CC6', 'C04319EB', 'A57A9630', 'B3240BD5', '33348686', '780E5D07', 'D48A0CF7', '50822794', 'E3104610', '113346BC', '5772450A', 'CBA43C09', 'D7F8F774']",1,Survived
creature_6,"['x_18', 'y_126']",10,"['D3C09B9E', 'FB4A0379', 'D10982E3', 'DFBFC770', 'ED655DDD', '352E9A37', '249C7F4C', '2059981C', 'C2ACC406', '951CAF67', 'BAC5FAC5', '91357EC6', '1C59FCE0', '8CDB7764', 'B46EA0A2', '7BE90339', 'F221778C', '3DD74A5E', '9D51CDC4', 'A2963AF1', 'D7E53871', '70BE406C', '48E5E96B', '34517C25']",1,Died
creature_7,"['x_28', 'y_110']",10,"['A58EA47A', '2F47C579', '2E8D7832', '35B4393F', 'ADDD4B71', '679ECF54', '9BF6D6F3', '11C7F963', '7EEC81C0', 'C3939BCD', '1EB07400', 'D322AAEB', 'A85FAC57', '71F3F5F3', '587389B5', 'AA796185', '41D43001', '1C9ECFF0', 'CFACE315', '32830FF4', '96BD2DFD', 'E98686ED', '2C34BCE8', '1EFDBB9B']",1,Died
creature_8,"['x_116', 'y_111']",11,"['09E7B30C', '0DFB4771', 'C37AAF32', 'B720D561', '523FEF42', 'F223C7F6', 'A12267AC', '47BF42EA', 'B79EB88F', '55FB4B4E', 'C9A94CC8', '0543FCF7', '95CDDF07', 'BFE9E179', 'C9314D5F', '0B652F4C', '208A0908', '0A86A6AD', '66F613E1', 'EBAF2C5E', 'E4618069', '9A7C05F8', '0F6845C7', 'A9D7AB98']",1,Survived
creature_9,"['x_74', 'y_33']",10,"['C424EA04', '7DD6190C', '02875A45', '7FA4AF15', '00BEA345', 'EB02546D', '3EF75A4D', 'A184BC86', 'C6009559', '4F92BDF7', '995241E2', '158EB1C5', 'EC397A2F', '32BAD6BB', 'D3E81921', 'AE412876', 'F36F8F0A', 'A6EA017A', '15011479', '17E83683', '931D9B72', '3D380C40', 'E4B60240', 'C6361711']",1,Survived
