,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_82', 'y_97']",10,"['6AE1F13F', 'C9872A8C', 'F7C6201F', '51C24B12', '897C608D', 'CC134376', '57FDB56E', '7A3FA17F', 'C8CEBD8C', '740A15E4', '5B3493EB', '47F8C348', '6624B2BD', '3FC9D790', 'EAF48512', '6F408442', '41A9E722', '747162BF', '4C7F253C', 'C98EE201', 'AFD684E6', 'C1673026', '762902F3', '657D13AF']",5,Survived
creature_1,"['x_80', 'y_47']",9,"['C2075AF0', '98BE4D30', '6EB16D3F', 'E03DD10D', '468C464B', 'C078DF70', 'AEF9FF54', '95E2E5E8', '6DA4AA6B', 'C682296E', 'F06B9DA3', 'BEA12ED6', 'DF834E9A', '6D271AA2', '8550DE08', '7486A95A', '2052D0B1', '7A1F1341', '1861D3BD', '54694862', '0AB701AF', 'D8E8E806', '40335AE8', '5F75D94A']",5,Survived
creature_2,"['x_120', 'y_82']",10,"['11AE2C71', '31D2479E', 'D2D9ECAF', '968D55E6', 'C8502DED', 'A87F7EBC', 'F10BD71A', '9E80C570', '91D57C68', '55480D92', '8C7DD80E', '1210EE03', '295064C8', '4EDAB9EC', '80B42E40', '1094C6EB', 'ECBC756E', '8614E541', '089AB0D9', '2FCC3EB5', '508480E4', 'F6E5075F', 'B6B836E0', '194A416A']",5,Survived
creature_3,"['x_56', 'y_55']",10,"['AD9CD7F0', '925177A5', '3A6EE8BC', 'FF8C7D93', 'FB723387', '0E5F3422', '38559E09', 'BACE766F', 'EFBEF147', '9AFC5887', '76DB535B', '90A55FB0', '9BC89564', 'D4CB9F7D', '94485AA2', '2B63A6EC', '96882850', 'A5034D3E', '1084996C', 'B72347C3', 'A402B086', '77EB73FC', 'A19A2FD8', '4D083CAD']",5,Died
creature_4,"['x_46', 'y_52']",10,"['BB4502B9', '1F9EE9ED', '00408EED', 'A0A621C4', '7E3A056D', '00B458BD', '457C33F4', '86424093', 'F46ECCE8', '4AF20465', 'F00DEF4A', '2F2E1F5A', 'BE369819', '8FD4319D', '1551E547', '7DE50256', 'B8D905A2', '25DCA176', '32A13171', '1BEE7C94', '2088A134', '25545C5E', 'E9FFEBB4', 'BAC66D04']",5,Died
creature_5,"['x_14', 'y_46']",10,"['848CA9F6', 'A858531F', 'CA1CC1D1', 'D69131D3', '9AD899CA', 'FFEC2500', 'B695BF0E', 'D0BC0A96', '546FB53A', '566A7E45', 'C2827B09', '3CA2598B', '3A83F2CF', '943FC0E3', '83E99E26', 'A10E9BF1', '16B446CF', '598A3753', '93733421', 'C795078A', 'AF0C7749', '1DFCE2AE', '41D072EE', '59626CE2']",5,Died
creature_6,"['x_81', 'y_25']",10,"['1A2FF959', 'B3960ED5', '1041A2F1', '9126CA71', 'F1C9654D', '685E9466', '06154188', '2B324A47', 'DBF82678', '3D35EA91', '02CB6436', '0E694F5C', 'EB8D9D92', '7D1DE712', 'D1AD1A18', '965191BC', '0BC9BB2A', '56ECCD74', '6FC2068F', 'F3896F3B', '8C169F0C', 'F07E39B3', 'D34E820C', '55BFC732']",5,Survived
creature_7,"['x_98', 'y_23']",10,"['6AC720EB', 'A0AEFAAB', '9E951394', '903114EB', '94006508', 'CE72BA69', '5AE14552', 'E723F45F', 'E856CA08', '7D8B6002', 'DCFFF807', 'FE7D08C4', '26886957', '6C6EC6B4', '5F191CBB', 'E8129311', '1CF9E8D6', '1C065A4F', 'E127B632', '03C62CD1', 'D4DFC96E', 'AE4C5297', '708C63A6', '5E71AB2A']",5,Survived
creature_8,"['x_41', 'y_74']",10,"['DC3B94C7', '2C6D2223', '63ED9B08', '54BF8FBE', '441A75AD', '370EC620', '1A5F0698', '4C866BA6', '21F16388', 'D71AB741', 'C1180F91', 'AD1A74DB', '10073FAB', '4B013D52', '9F2EC399', '6E3DB011', '1C75153B', '7EA160DA', '68BF76BF', 'FD0520DA', '449E5D2E', '4FDDC84F', '06AE642E', '9B64FFA3']",5,Died
creature_9,"['x_77', 'y_1']",10,"['FD57535E', 'BE5CDAAB', 'BB6FB1C3', '8EF53F25', '96427A1B', 'DB883BBA', 'F532AADB', 'C6EBCBBD', '85A03853', '4A83DE5A', 'EBBDFE90', '65C5D447', '5668D178', '25103A65', '35E27749', '254E2CC0', '63DB2EE6', '127EDAC9', 'FB7C6A24', '7D9610DD', 'C97C2819', '0BBF859E', '9E4CAC10', 'D1F99F58']",5,Survived
creature_10,"['x_88', 'y_55']",14,"['6C9B0ECB', 'DDC3B4A3', 'F5B9D060', '9D8854C3', '9DCDE6E1', '3E35250E', '44209FF0', '4124DC5A', '54D780B5', 'E9E0B57D', '07F6BDB5', 'BD7B5A4A', '90476100', 'F258C192', '0E42F1C2', '65071558', '99A19C4E', 'D40387FE', '50127E2E', '05498744', '0A559A07', 'D19387D9', 'DC9DF57E', '4887E6BB']",5,Survived
creature_11,"['x_88', 'y_96']",15,"['5B52DA1D', 'F762C609', '438D4041', 'E5E01A14', '5E4AF722', '33A4BEDC', 'C601B28A', 'CAE1EB07', '052BC430', 'FA35D57D', '1CECD42F', '04DC16C2', 'E92FB7F1', 'DDC98336', '8D536AD7', 'DC26940D', 'FDD6AD5A', '52385267', '265FD30B', '038DABF2', '33BCDB0A', 'D82CB811', '87238A35', '46BAE5FB']",5,Survived
creature_12,"['x_37', 'y_32']",10,"['55863492', '4D248D03', '37230E59', '016DC9D1', 'DC1E1D60', '28D64407', 'B1DDD0FE', '8CB739B3', 'F8B0621B', '7A0D2531', '3B93C0DE', 'E5D2BDD7', '4B6367A1', '6D0C26C5', '5A2856C1', '2DDBB367', '65ED9359', '703D268C', '05E144C8', '41C16B39', 'EFDF3FFC', '8E138C82', '976E17EC', '88091B38']",5,Died
