,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_42', 'y_55']",10,"['22A1904E', 'BC38E2BA', '5668D178', '441A8F61', '8BC796BB', 'DEEB7B18', '908CA4C1', 'B78AE300', '1C065A4F', 'E11DC74C', '36E20468', 'E8129311', '55A9FE99', '9ED06EFE', 'DBE76C59', '572300A3', 'A7EDFF26', '420D585F', '95BBE984', 'EBBDFE90', '54D780B5', '55A9FE99', '0A03F8B8', '63DB2EE6']",9,Died
creature_1,"['x_98', 'y_117']",19,"['71D09072', 'EFD6CD27', 'E280FB42', '360EBB12', 'EA60C2A9', '0678AE46', '37C3C5C3', '11ECE4D0', 'EDEBA891', 'DBE0CCE0', '2ADAAFD6', '9594EE3C', '7DDEBB6A', '5F5FAB82', 'A7DFFC9C', '59E7642F', 'A13E3C7B', '3D70E8F8', '14EA229D', 'FEB771F5', 'FF6C7BA8', '6BF5F2F7', 'BEC6D075', 'DD5F7E78']",9,Survived
creature_2,"['x_12', 'y_46']",18,"['6C747210', 'D30CCBA0', '9E80C570', 'B6DAF326', 'A3EDFF26', '7DDEBB6A', 'E3162865', '316DFE0E', 'FDC3B4B3', '968D55E6', 'DBE4729C', '54514B00', '35AF288F', '947CEC43', 'A023F682', '8BDD185E', '7CD36EC9', 'C79F66BB', '700C82D7', '9594EE3C', '6759F349', '830D0627', '6BF5F2F7', 'ECEBA891']",9,Died
creature_3,"['x_113', 'y_57']",10,"['EF82C21D', '0421CBC7', '8F95D786', 'B78AE300', '0421CBC7', '7ABEC256', '6D2E4A95', '0582FE27', '8E45DF33', '3D3EC866', 'D513381B', 'EC5D828A', '842A1B41', 'A6266418', '3FC10E9C', '3E40A0A0', '344BA890', '1F960A23', 'DB15B08F', '30BB3165', 'FCFE0EC2', 'BA7F859F', '8AFADEF1', '8AFADEF1']",9,Survived
creature_4,"['x_122', 'y_36']",10,"['FB230C0C', '688C7FE0', 'A0255755', 'D637A387', '0BDEE9B7', '2BA355B5', '4821C319', '3A78AD81', '3180C065', '9ED06EFE', '73E79E07', '7DD5DCA4', '4619BF13', '012EF1B4', 'EA1B4D77', '3CFF38E6', 'FAC6A8E8', '753BA0F0', '827D8AF4', '6EDEA82F', '6E56FAEB', '7CD36EC9', '4B3A27E8', '6E04B988']",9,Survived
creature_5,"['x_48', 'y_109']",18,"['2FEBA46B', '0678AE46', '14EA229D', 'D95CE943', '882A6167', 'CD2BDABD', '2B3DC22A', '2217FFA3', 'DD4BE2C1', '17D95B83', '6AB21DA0', '9E5F0FA0', '51E7B80F', '37C5A925', 'F8F960C7', 'EC5D828A', '33A4BEDC', '265FD30B', 'AC95FA71', 'BF1629C5', 'F762C609', '4CBEE136', '1C233D42', '6619BF13']",9,Died
creature_6,"['x_99', 'y_10']",19,"['E7FD33CE', '33A4BEDC', 'F533F408', 'D40387FE', 'DEEB7B18', '3F136C55', '17D95B83', '829B1BF0', '0B72AF29', 'A9EA84C7', 'E28DA4DE', '29252504', '1F24520A', 'A5338A4F', '54D580B5', '265FD30B', '1BF3FE6C', 'C95F15E0', '9D13E097', '36DD6079', 'EA3824C6', '7970D9CA', '687D1C23', '4124DC5A']",9,Survived
creature_7,"['x_27', 'y_51']",4,"['572300A3', '103C2CA4', '558D3905', '409A39FA', 'D2D23D5E', 'EFD6CD27', '4665603E', 'EEECC3A0', '9ED06EFE', '830D0627', '83DA5493', '90BB13DA', 'ECEBA891', 'A516DCC3', 'BA7F859F', 'D130528E', 'FC13454D', '7F6097EE', '8DE5B621', '9594EE3C', 'E80ADADA', '3B88C87F', '07B8C477', 'C5E53DE0']",9,Died
creature_8,"['x_5', 'y_87']",10,"['3D3EC866', 'E11DC74C', '0A559A07', '8F95D786', 'D34EE609', 'DD5F7E78', 'CD88A460', 'DB11B08F', 'EFD6CD27', '9837381F', '84502C9F', 'DEEB7B18', '829B1BF0', 'DBE76C59', '5D4CFBE1', '4124DC5A', '441A8F61', '54D580B5', '36E20468', 'E87D1C23', '87BABA7B', 'BC38E2BA', '71428BFE', '827D8AF4']",9,Died
creature_9,"['x_50', 'y_0']",10,"['DBD0F629', '0AC2B510', '37C3C543', '4CBEE1B6', '572300A3', '08B83A3A', 'B937EDB3', '2D4C6F60', '9613B6B7', '02A5B32D', '4821CB19', 'AA324B67', 'FCB91EB1', '7DDEBB6A', '724A579B', '6989CE5C', '72BBC1C2', '8AFADEF1', '7ABEC256', '1F960A23', 'FEB771F5', '8E45DF33', 'C84F67F7', '3FC10E9C']",9,Died
creature_10,"['x_105', 'y_0']",10,"['90BB13DA', '886A317C', 'A2FDD2AE', '83DA5493', '77118DF9', '3AAFDC24', '16431F69', '79E866AF', 'CBA13CC7', 'D130528E', '95BBE984', '637E7DB2', 'FCB91EB1', 'B771C676', '97CFDD16', '01319953', '6D2E4A95', '0A03F8B8', '4E44EF58', 'E79E2783', 'D370827F', '012DD3F5', 'A0255755', '9A918061']",9,Survived
creature_11,"['x_49', 'y_119']",10,"['E79E2783', 'D30CCBA0', 'FCB91EB1', '7CD36EC9', 'FCB91EB1', '38667983', '981B8C1B', 'BC38E2BA', '3CFF38E6', 'F30DA946', '57FDB56E', 'E1125044', 'E6FA7036', '3CFF38E6', '9B76652B', '6989CE5C', 'D30CCBA0', '5B3493EB', 'E6FA3036', '469D7424', 'A0255755', '56E203AD', '95BBE984', '6FD8C663']",9,Died
creature_12,"['x_22', 'y_77']",10,"['6611BF13', 'A3108810', '8AFADEF1', '3C603A97', '07D44C20', '4F169338', '3C7C3181', '3E8C8621', 'C3634CB4', '48503FE8', '4B81EE7D', '5DCCFBE1', '862A1B41', '76631716', 'D370827F', '4DC79D69', 'CE72BA69', '572300A3', '3A78BD81', '688C7FE0', 'C95F15E0', 'F1034DDD', 'FAC6A8E8', '6AC720EB']",9,Died
creature_13,"['x_109', 'y_33']",10,"['E6FA3036', 'F1034DDD', 'B75E126C', '6AB01DA0', '827D8AF4', 'ED1373E7', 'A0255755', '16431F69', '673B1E1F', 'EF1373E7', '3A78BD81', '981B8C1B', 'FAC6A8E8', 'D30CCBA0', 'F533F408', '3E8C8621', '3CFF38E6', '4B81EE7D', 'FCB91EB1', '7CD36EC9', '5219E37F', 'BF6E219C', 'E32EA18D', 'A2FDD2AE']",9,Survived
