,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_59', 'y_0']",10,"['D59E39B4', '144986A8', '4AF931EC', '32212916', '8AA55F2F', '6ABC58C0', '6B8CB417', '56B4F172', '87D70FFD', 'EA9CA5F8', 'FCC827F9', 'F88452E9', '26540BF2', '125E8580', 'E55481A2', '15E2BC4D', '5973D07D', '59379CD5', '72F303E9', '4F93BBAB', '9FBCF449', 'C30AB1E7', '1291F3BA', 'ED87A11D']",25,unconfirmed
creature_1,"['x_89', 'y_83']",10,"['6B8CB417', 'EE3E339C', 'C71088A4', 'C7739189', 'D59F39F6', '1B2CB6CB', 'BAAB0722', 'CD8AFD45', '0A698DAE', '0296E9E7', '4158779C', '217F4349', 'F0359C77', '566A6EA8', 'CB92C1B2', 'A7605E29', 'B134352A', '9A969FD0', '0296E9E7', '90480C3C', '878F17B1', '10476ECB', 'D512D6F5', '9E108FFA']",25,unconfirmed
creature_2,"['x_100', 'y_55']",10,"['735EEC52', '2AE16C81', '2D4F86E7', 'E3E9F961', 'E3B5259D', 'D59F39B4', '78C5855C', 'E50BD852', '5B209CE0', '9E108FDA', '2366F3B9', '9A969FD0', '0A698DAE', '3B461EAC', '5ECE9C79', '9949DE36', '0296E9E7', '0B0754E1', '820796D1', '177774A4', '5B28B6CB', '55D942FC', 'F0816C2D', '7D92D0C1']",25,unconfirmed
creature_3,"['x_85', 'y_77']",10,"['3AA71704', '5215FFAB', '55BD4F75', '00747F80', '3391C469', '9E108FDA', '735EEC52', '0A891EF3', '148AED11', '2296E9E7', '0BB13580', '433B65FE', 'D59F39B4', '56B619CC', '0A698DAE', 'D02C2623', '0296E9E7', '2D0F86E7', 'DA7166EB', '9949DE36', 'E3B5259D', 'F183DA52', '968D07C2', 'E50BD852']",25,unconfirmed
creature_4,"['x_66', 'y_21']",10,"['144186A8', '5571E820', 'E76FD62F', '1CD33DE3', 'F82E1760', '9055E340', '5694E156', 'EFC83432', '735EEC52', '1E330E53', 'C999D2EE', '20DA34CA', '7FF74F76', '291C5939', '44BB06E9', '9F076B31', 'B63CC65D', '24DA3442', '73204A58', 'CBD87989', '83D3903E', '412F3121', 'C2AE3F3F', '4158779C']",25,unconfirmed
creature_5,"['x_93', 'y_93']",33,"['5694F162', '5491CB6E', 'AF39B689', '8646E449', '113267C2', '5ECE9C79', 'D5B27B81', '09057C13', 'F82E0760', '3391CD69', '54378A09', '9B116DD9', '4CE6DE41', '00747F80', '07D70FDD', '2D4F86E7', '0FF6A76F', '291C5939', '9F9C6CBC', '8C768528', '5784F5A9', 'E3B5259D', '9F056B31', 'ED0A192B']",25,unconfirmed
creature_6,"['x_50', 'y_1']",34,"['E608489E', '5694F172', '953E2983', '3391CC69', '5034A584', 'E261BBF5', '5BAB5C48', 'C0FF2E55', 'D59F39B6', '9144E975', '34434173', '26A1D984', 'A8048CD8', 'C166264C', '599DB2DB', '8C768528', 'C89A6A54', '866C81DB', 'BAAB0722', '9E108FBA', '34C34073', '97A4A87C', '250F852D', '2EEDFD3F']",25,unconfirmed
creature_7,"['x_57', 'y_89']",11,"['97A4A07C', '07D70FFD', 'C1E125CB', 'C166264E', 'A5705E29', '954DDE9B', 'A7605E29', 'F88452E9', '53F98107', '5ED12090', 'B8D46A64', '3AD40075', '02891EF3', 'DB644252', '0296E9E7', 'B47848C4', '2C5B7281', '0296E9E7', '27A0B61B', 'D9A09084', '6B8CA017', '793D60FA', '0392FAAE', '55D946FC']",25,unconfirmed
creature_8,"['x_119', 'y_23']",10,"['793D72FA', '053CB1BA', '75D2D0C1', '18140F4C', '9C0B8EA5', '9FF0BD47', 'E6709FF2', 'C59D39B6', '039FFB9D', 'C166264C', '59759CED', '6CD9E88E', 'F3299DA9', '32CE1E68', '2C1B7281', '3F5893D9', 'A4894B78', '54378A0D', '61958534', 'E9899ADF', '412F1101', '5ECE9C79', '5694E172', '44A38608']",25,unconfirmed
creature_9,"['x_49', 'y_108']",10,"['9A969FD0', 'A02E5797', 'E7A20C37', '6A8CB017', '0BF135B0', '59759CED', '793D60FA', '9E108FBA', '3391CC69', '1C501D6D', '5694F172', '6E34E529', '1402A98E', '0A891AF3', '177474A4', '7592D0C1', '54918A6E', 'BFFA905B', '7FF74F76', '3AA71704', 'C9F495BE', '79284080', '8C44D510', 'E6543A7B']",25,unconfirmed
creature_10,"['x_125', 'y_48']",10,"['5491CB6E', '2839C54E', '5ECC9C7B', '5ECC9C7B', '01EF82EF', '26EDEB76', 'B688211F', '929B96D0', '3DACFC17', '5B7452C3', 'B4B76827', '1E330E53', '6D62B10C', '0891C9E5', 'F962DD75', '44A38608', 'EF2D3791', '5E6331C5', '75D2D041', '122825E1', '0291F3AA', 'E76FD62F', 'CEB1667F', '4733E5FE']",25,unconfirmed
