,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_119', 'y_12']",10,"['E11DC74C', 'D5ADFA0E', '30BB3165', '9A44C0E5', 'E2B97096', '66C873A1', '5D4CFBE1', '98FE59B4', 'B78AE300', '6619BF13', 'EC5D828A', '22A1904E', '5F2D6122', '1A1234D5', '86B0A6C6', '3D3EC866', '862A1B41', 'DB15B08F', '6C4A66D0', '1DC29ED2', 'FE7470FD', '344BA890', '0F75B94A', '71428BFE']",8,Survived
creature_1,"['x_81', 'y_18']",10,"['85C845F0', '6A1D1903', '5BD98878', '829B1BF0', 'BF1629C5', 'EF88DBBC', 'A092E04B', '3E7C742C', '01319973', 'A8F7EFB0', 'D2BBA3D4', '1DB5D832', 'CE30ECB1', 'D41653D2', 'E5A6CA48', '64DAD83C', '6D2E4A95', 'D513381B', 'A6266418', '218DFEE0', '6B2B4F89', 'C5951191', '6BC4521E', 'B66D0D77']",8,Survived
creature_2,"['x_68', 'y_103']",10,"['7DDEBB6A', 'E7FD33CE', 'F7F41618', 'CBCCCBA2', '73E79E07', 'A0255755', 'C5D2C88F', 'E1125044', '35AF288F', '851B28E2', '549B5199', 'F8F960C7', '6C747210', '4B3A27E8', '95BBE984', 'B221BE21', 'D30CCBA0', '7CD36EC9', 'E6FA7036', 'FCB91EB1', 'CFF1F6BD', 'A42E8372', 'B6DAF326', 'A7EDFF26']",8,Survived
creature_3,"['x_86', 'y_80']",14,"['6D27977A', 'EA60C2A9', '910C30E5', '14EA229D', '882A6167', 'EFD6CD27', 'FF6C7BA8', 'E280FB42', '51E7B80F', 'AE24DAE2', 'FC2CA169', '4F36DAF4', 'D47FFFBB', '322C97CC', '2FEBA46B', 'DD5F7E78', '305F107F', 'CD2BDABD', '587C2872', '96A140D1', '37C5A925', '0678AE46', '1C233D42', 'C79F66BB']",8,Survived
creature_4,"['x_34', 'y_58']",13,"['469D7424', 'FF6C7BA8', 'B66D0D77', '829B1BF0', 'BD788E6E', '3E7C742C', 'DBE76C59', 'F7E56142', 'B3941F39', 'B195A656', 'C5951191', '85338A4F', '14EA229D', 'D47FFFBB', '1C16E6E8', '7DD63BDE', '96A140D1', '85C845F0', '2531F0D8', 'D2BBA3D4', 'EA134D77', 'AE24DAE2', '49AD00BE', 'F68BF021']",8,Died
creature_5,"['x_80', 'y_94']",10,"['E11DC74C', 'DB883BBA', '22A1904E', '0BBF859E', '6D2E4A95', '6BC4521E', 'D513381B', '5668D178', 'F532AADB', '8F95D786', '55A9FE99', '1DB5D832', '9E4CAC10', '218DFEE0', '8B969322', 'D370827F', '30BB3165', 'FB7C6A24', '02A5B32D', '572300A3', '5E2DBAA9', '64DAD83C', 'BB6FB1C3', 'BE5CDAAB']",8,Survived
creature_6,"['x_61', 'y_0']",10,"['A42E8372', 'DBE0CCE0', '73E79E07', 'F8F960C7', '0BDEF9B7', 'D513381B', '02A5B32D', '1A25403E', '686527A3', '120AE45B', 'A13E3C7B', '8D4E4209', '8E45DF33', '9613B6B7', 'DD4BE2C1', '7D7B9484', 'BF1629C5', '64378B74', '6A1D1903', 'A6266418', '0421CBC7', 'A999CEA9', '2B1DC22A', '64941899']",8,Died
creature_7,"['x_15', 'y_96']",10,"['8BDD185E', 'B3A77EE4', '409A39FA', '6C6EC6B4', '3E35250E', '5F191CBB', '062CCB0A', 'EDBEEB7E', '90476100', 'D4DFC96E', '913C1E7D', '6759F349', 'E8129311', 'DC9DF57E', 'DB15B08F', '03C62CD1', '437597A5', 'C5CA6642', '99A19C4E', 'F258C192', 'AC4ACC8D', 'EFABE09E', 'D40387FE', 'E87D1C23']",8,Died
creature_8,"['x_12', 'y_119']",7,"['CFF1F6BD', '3EEDA4CC', '886A317C', 'B332197A', 'F263D804', '79DA6B48', '8F39D57A', 'E28DA4DE', '68747210', '1BD3FE6C', 'E6FA7036', '830D0627', '10D2BD0B', 'FCB91EB1', '3180C065', 'E7FD33CE', '827D8AF4', '7DDEBB6A', '3A667983', 'C30CCBA0', '95BBE984', '7CD36EC9', '0C6B2C96', '29252504']",8,Died
creature_9,"['x_87', 'y_94']",10,"['551BE0F1', 'DBE0CCE0', '8A7ADEF1', 'CD95BDAC', '7DDEBB6A', '7970D9CA', '02A5B32D', '247D20BF', '76631716', '026B9494', '44FBDD9E', '3D70E8F8', 'D370827F', '37C3C5C3', '7ABEC256', '8EA418F0', '9613B6B7', 'B8EC1509', 'A13E3C7B', '1A25403E', '59E7642F', '6C747210', '360EBB12', 'FEB771F5']",8,Survived
