,Coordinates,Oscillator_period,Genome,Age,status
creature_0,"['x_72', 'y_23']",10,"['8FF90DC2', '4D0275F2', '60534A3C', '2B97D3C5', 'C7027E84', 'B0112423', '2B0B2C59', 'F9205024', '19777CFD', '5DD658AD', 'C340938E', '4900D205', '1F4549DA', '9223E7F0', '14869333', 'FDCAA141', '5E47CF91', '69D1A4A7', 'C8212482', 'C3952074', '050D64B7', 'F033F4FC', '0C89EF60', '910C3C17']",3,Survived
creature_1,"['x_28', 'y_26']",10,"['7EECEFA1', 'B0112423', '685277AC', '4900D205', 'ABCEE93D', '07C31799', 'B2134BDB', 'F11CBD71', 'DA62A9EC', '8AD0F767', 'BA3B4C49', 'DC4C301E', '6C71E6C6', 'BAB990CB', '4070F1FE', '8DC92091', '7E931C4B', 'F23DD87C', '0E49D628', '8F2D295B', 'B976CB78', '68DA169E', 'FA0DA173', '4F172E76']",3,Died
creature_2,"['x_98', 'y_124']",10,"['E63E78D1', 'F83CD1B4', '0932C919', '68C40D8C', 'F62FEC99', 'C46061D7', '527B4AA4', 'FF3ADBDD', 'FEA59694', '0F1E2BB7', '0589FB16', '36521AB7', 'F929E8AC', 'FE286D1B', '4A65320C', 'A2F2EC67', '56252F46', 'C4240598', '35D29288', '51611283', '55CE2861', '0CEBE881', 'B7055701', '03186110']",3,Survived
creature_3,"['x_78', 'y_76']",10,"['4684F191', 'AC782490', 'DAAD43FA', '18736596', '032335B9', 'E22E15B4', '121DBCB6', '311EBA13', 'FA0DA173', '906C076D', '9DC9E327', 'A208D0DB', 'E328E009', '71566A7F', '912AEDA4', '02750034', 'F32B06E7', '1AE7864E', '9DC3321C', '79F4744F', '39F10627', '6200F0A3', '0D9AECF2', '07441FBB']",3,Survived
creature_4,"['x_56', 'y_93']",11,"['7E1A4829', '5F5F975F', '9A913D1C', 'F104A994', 'A1E5470D', '61449F77', '5FF7EA53', 'C66352D1', 'AF92D1AB', 'E47D9E44', '64ED7D61', '05285F6D', '7275713F', '78296C08', '32E96407', '71B411BF', 'C651CA54', '85B97EA4', '5E70A011', '90BF6D06', '89A3B3B3', '094F7C28', '1E9F8884', '6CE0292C']",3,Died
creature_5,"['x_101', 'y_84']",10,"['1AB7DB0A', '2103C36D', '778F6E32', 'C3DFEBC8', '7F7B598F', '80909E34', '86DF7A6A', 'BD4EB6AD', '901BE34B', '9DC9E327', '7745C127', '104FAF3A', '66D4A484', 'E391952D', 'E46810E1', 'ECAA3A35', '0485F23C', '83DE1DF6', '4C9A1C64', '8E3580F3', '1157BC1F', '7E7A4220', 'F33241F1', '75CD4BEC']",3,Survived
creature_6,"['x_65', 'y_61']",10,"['BC5218EE', 'C4240598', '69B49A37', 'F929E8AC', 'FDCAA141', 'C4A7F266', 'B22AC330', '69FB17E3', '5B4AA338', '69D1A4A7', '7E1A4829', 'FEA59694', '4900D205', 'C9F4E367', '2B97D3C5', '5FF7EA53', 'B0112423', '8AD0F767', 'A7A1AC6C', '9223E7F0', '36521AB7', 'EA4AC672', 'DF2C25FC', 'F033F4FC']",3,Survived
creature_7,"['x_123', 'y_87']",12,"['83491936', '3D6A70D9', '8C6F7466', '672BAF9B', '6CE19FCA', '68DA169E', 'D4521474', 'FD50FCFB', 'A79762BD', 'A1F7076F', '4328D945', 'B0126F9A', 'F73FE5ED', '6AE97283', '7D33CEF4', 'AF509DCC', '7173B7D6', '9182B03B', '7E7A4220', 'FDE74BFD', 'EF533BD1', 'ECEC6E33', 'A1A6225C', '523896E7']",3,Survived
creature_8,"['x_73', 'y_11']",10,"['8AD0F767', 'A2D665BC', '652A9A8E', '7A4E5E97', '1198248F', '138CE968', '8D072BE1', 'CEDAC477', 'C257790B', '2B0B2C59', '28486B94', '10B5B6D7', '7DAF6749', '3F7C3F0E', 'DC4C301E', '829CF5B1', '9AC0A815', '20108717', 'EB4E7846', '28C46AC5', '527B4AA4', '0589FB16', 'D18DD72E', '2B983F2E']",3,Survived
creature_9,"['x_11', 'y_50']",11,"['FAA78FC3', '5E8DE925', 'B81278FD', '02750034', 'EF533BD1', '6C51E6C6', '40A8E58F', '10F831B9', 'D4521474', 'C0E8C4F0', '685277AC', '3C7CFA06', '14869333', '4FC7EC2C', 'CCD68A7D', '8D8333CA', '436C4EF2', '0E49D628', '9F534236', 'B5CFEA30', '9182B03B', 'FA0DA173', '2A23092B', 'A64BF93E']",3,Died
creature_10,"['x_107', 'y_13']",10,"['2B983F2E', '8102C264', '138CE968', '8D072BE1', '4900D205', '6FA12E83', '8AD0F767', '2F73BC67', 'B0112423', '64F6112B', '06BDF99B', 'D8644B68', '23104D45', 'EB4E7846', '50408AD4', '99B64533', 'E9916F80', '9D6D5AD3', '93CE4EB6', '3F7C3F0E', '2B0B2C79', '19DA4189', 'FA321B3B', 'D18FD72E']",3,Survived
creature_11,"['x_114', 'y_20']",12,"['2464C177', 'AB793A07', 'CEDAC477', '10B5B4D7', '36521AB7', '88D57712', 'B7055701', 'C0F75C69', 'BF91F6B1', '4A65320C', '17487133', '56252F46', '0CEBE881', 'C46061D7', '795D8140', '91B0E8D2', '912AEDA4', '9DC3321C', 'F32B06E7', 'A5EBDE8E', '0932C919', '527B4AA4', '02652037', '65EF1839']",3,Survived
creature_12,"['x_61', 'y_69']",10,"['A0E176FF', '515C8F7B', 'E527F022', 'D32E2C65', 'BE7DFCE4', 'FB14E52B', '7173B7D6', 'E5223BBA', 'C2D096FB', '6725E037', '525CB3F1', '078552D7', '7CFCD797', 'FD50FCFB', '2FD3F2B6', '83A32089', '4211D040', '3D6A70D9', '022DEA95', '9E6B90C9', 'A1A6225C', '6D38A25B', '9E5B3DE9', '597258F2']",3,Died
creature_13,"['x_21', 'y_118']",10,"['C0BBE4B4', '596F17DB', '14869333', '0E49D628', '5DD658AD', '597258F2', '9F069205', '90E00A0E', '8987AC81', '026105BB', 'C8212482', 'BC7DF415', 'C2D096FB', 'A0B374CD', '14A74BBF', 'AF509DCC', '4AF24028', '4D0275F2', '7956391B', 'BF5C9617', '78BDF407', 'DF1740C9', 'E3952074', '0C89EF60']",3,Died
creature_14,"['x_7', 'y_56']",13,"['9223E7F0', 'B4323DFF', '6D38A25B', '9F069205', '597258F2', '87C9F26E', '1CDE314D', 'F5F6CF02', '1E0259C4', '6C495EDF', '3F7C3F0E', '93D00D56', '234341B8', '971A7A2A', '23104D45', 'B93CCA38', '96F38780', 'D4EB3E63', 'F13CBD71', '724A7404', '2B0B2C59', 'E94FE07B', '9E6B90C9', 'FBDD7374']",3,Died
creature_15,"['x_63', 'y_17']",10,"['41544397', 'C66352D1', '7275713F', 'A3BC72C4', '09415D35', '474C9887', '69D1A4A7', 'B0544475', '679B9FD9', '6D0F8929', '8032F948', '5C47E742', 'D5A30AB6', '91BC137B', '581A57CE', '4A52005C', '4FD3E266', '6981E051', '39F7FEB2', '2F3930F5', '7CC69BF8', 'D8B4257F', '5C75DA3E', '9037D3E8']",3,Died
creature_16,"['x_2', 'y_112']",10,"['9F534236', '5F5F975F', '60F24B95', 'C651CA54', '0B5CF0EE', 'F25674D3', 'F9207024', '77F1D270', 'D693136D', '85B97EA4', 'D45CEAEC', '8D8333CA', '97DD77E1', '5875EEFD', 'CCD68A7D', '14869333', '6CE0292C', '7275713F', 'A64BF93E', 'DF7481A0', '2078A667', '3598B4E9', '8AC1D945', 'B5CFEA30']",3,Died
creature_17,"['x_109', 'y_74']",10,"['ABCEE93D', 'F23DD87C', 'D72EA532', 'DC4C301E', '63990607', 'E5F6DAF7', '4900D205', '1EFA0B91', '07069615', 'A2F2FC6F', 'D8E56D8B', '124D5BF2', 'A5E76F31', 'E107B2D6', 'BC35043D', '0F1E2BB7', '7CEB36A4', '31D29288', 'D281A4AC', '8FF90D82', '68C40D8C', 'EE3E78D1', '4F172E76', 'F11CBD71']",3,Survived
